Sursa,Itemul,Problema,Pasii de rezolvare,Raspunsul,Dificultate,Tema,Tema_norm,Domeniu,Dificultate_group,Sursa_type,Sursa_year,Problema_clean,Pasi_clean,Raspuns_clean,problem_chars,problem_words,steps_chars,answer_chars,n_digits,n_math_symbols,has_percent,has_geometry_word,has_equation_word,has_radical,has_function_word,has_real_life_context,problem_hash
Exersare Test 2 - 2024,2.0,"In desenul alaturat, dreptele a si b sunt paralele, iar c este secanta. Utilizand datele din desen (un unghi de 50°), scrieti in caseta valorile lui x si y.",Unghiuri formate de paralele tăiate de secantă: x = 50° (unghiuri alterne interne); y = 180° - 50° = 130° (unghiuri suplementare),x = 50°; y = 130°,2.0,Geometrie - Unghiuri,Geometrie,Geometrie,2 - mediu,exersare,2024.0,"in desenul alaturat, dreptele a si b sunt paralele, iar c este secanta. utilizand datele din desen (un unghi de 50°), scrieti in caseta valorile lui x si y.",unghiuri formate de paralele taiate de secanta: x = 50° (unghiuri alterne interne); y = 180° - 50° = 130° (unghiuri suplementare),x = 50°; y = 130°,156,29,129,17,2,2,0,1,0,0,0,0,"in desenul alaturat, dreptele a si b sunt paralele, iar c este secanta. utilizand datele din desen (un unghi de 50°), scrieti in caseta valorile lui x si y."
Sesiune de baza 2025,2.0,"Punctele A, B și C aparțin unui cerc de centru O, astfel încât m(∠ACB) = 21°.
a) Măsura arcului mic AB = ?
b) Măsura unghiului AOB = ?","a) Unghiul înscris ACB este jumătate din arcul AB:
Arc AB = 2 · m(∠ACB) = 2 · 21° = 42°

b) Unghiul la centru AOB este egal cu arcul AB:
m(∠AOB) = arc AB = 42°","m(AB) = 42°
m(∠AOB) = 42°",3.0,Geometrie - Unghiuri,Geometrie,Geometrie,3 - consolidare,sesiune_baza,2025.0,"punctele a, b si c apartin unui cerc de centru o, astfel incat m(∠acb) = 21°. a) masura arcului mic ab = ? b) masura unghiului aob = ?",a) unghiul inscris acb este jumatate din arcul ab: arc ab = 2 · m(∠acb) = 2 · 21° = 42° b) unghiul la centru aob este egal cu arcul ab: m(∠aob) = arc ab = 42°,m(ab) = 42° m(∠aob) = 42°,134,29,159,25,2,7,0,1,0,0,0,0,"punctele a, b si c apartin unui cerc de centru o, astfel incat m(∠acb) = 21°. a) masura arcului mic ab = ? b) masura unghiului aob = ?"
Exersare Test 1 - 2022,10.0,Din 27 de cubulete cu muchia de 2 cm Ion a construit un cub. Determinati lungimea muchiei cubului construit,Volumul unui cubuleț = 2³ = 8 cm³. Volumul total = 27 × 8 = 216 cm³. Muchia cubului mare: a³ = 216 => a = 6 cm,6 cm,2.0,Geometrie - Volume,Geometrie 3D,Geometrie,2 - mediu,exersare,2022.0,din 27 de cubulete cu muchia de 2 cm ion a construit un cub. determinati lungimea muchiei cubului construit,volumul unui cubulet = 2³ = 8 cm³. volumul total = 27 × 8 = 216 cm³. muchia cubului mare: a³ = 216 => a = 6 cm,6 cm,107,19,110,4,3,0,0,1,0,0,0,0,din 27 de cubulete cu muchia de 2 cm ion a construit un cub. determinati lungimea muchiei cubului construit
Exersare Test 1 - 2023,10.0,"Apa dintr-un vas plin de forma unei prisme patrulatere regulate cu latura bazei de 24 cm si inaltimea de 25 cm se toarna intr-un vas de forma unui cub cu muchia de 30 cm. Determinati inaltimea, la care se va ridica apa turnata.","Se stie ca volumui prismei patrulatere regulate este Vp = l^2 · h. Din conditie, stim ca l = 24cm si h = 25cm => Vp = (24cm)^2 · 25cm = 14400cm^3. Volumul cubului este Vc = lc^3, unde lc = 30cm => Vc=27000cm^3. Apa turnata ia forma unui paralelipiped dreptunghic cu baza patrata, care fa avea formula pentru volum Vp = lc^2·hn, unde lc = 30 cm, Vp=14400cm^3 si hn este inaltimea pe care trebuie sa o aflam. => Vp = (30cm)^2·hn => hn=Vp/(900cm^2)=14400cm^3/900cm^2=16cm",16 cm,5.0,Geometrie - Volume,Geometrie 3D,Geometrie,4 - avansat,exersare,2023.0,"apa dintr-un vas plin de forma unei prisme patrulatere regulate cu latura bazei de 24 cm si inaltimea de 25 cm se toarna intr-un vas de forma unui cub cu muchia de 30 cm. determinati inaltimea, la care se va ridica apa turnata.","se stie ca volumui prismei patrulatere regulate este vp = l^2 · h. din conditie, stim ca l = 24cm si h = 25cm => vp = (24cm)^2 · 25cm = 14400cm^3. volumul cubului este vc = lc^3, unde lc = 30cm => vc=27000cm^3. apa turnata ia forma unui paralelipiped dreptunghic cu baza patrata, care fa avea formula pentru volum vp = lc^2·hn, unde lc = 30 cm, vp=14400cm^3 si hn este inaltimea pe care trebuie sa o aflam. => vp = (30cm)^2·hn => hn=vp/(900cm^2)=14400cm^3/900cm^2=16cm",16 cm,227,43,468,5,6,2,0,1,0,0,0,0,"apa dintr-un vas plin de forma unei prisme patrulatere regulate cu latura bazei de 24 cm si inaltimea de 25 cm se toarna intr-un vas de forma unui cub cu muchia de 30 cm. determinati inaltimea, la care se va ridica apa turnata."
Exersare Test 1 - 2024,10.0,"Baza unei prisme drepte este un triunghi cu laturile de 5 cm, 5 cm si 6 cm, iar inaltimea prismei este de 4 cm. Determinati volumul prismei.","Se cunoaste ca V = Ab * h, unde Ab este aria bazei prismei si h este inaltime. Datorita faptului ca triunghiul care sta la baza prismei este isoscel, inaltimea imparte baza triunghiului in doua, cu lungimea de 6/2 = 3 cm. Aplicam teorema lui Pitagora => ht^2 + 3^2 = 5^2 => ht^2 = 16 => ht = 4, unde ht este inaltimea triunghiului. Ab = (b * ht)/2, unde b este baza triunghiului => Ab = (6*4)/2 = 12cm^2. Asadar, V = 12cm^2 * 4cm = 48cm^3",48 cm^3,4.0,Geometrie - Volume,Geometrie 3D,Geometrie,4 - avansat,exersare,2024.0,"baza unei prisme drepte este un triunghi cu laturile de 5 cm, 5 cm si 6 cm, iar inaltimea prismei este de 4 cm. determinati volumul prismei.","se cunoaste ca v = ab * h, unde ab este aria bazei prismei si h este inaltime. datorita faptului ca triunghiul care sta la baza prismei este isoscel, inaltimea imparte baza triunghiului in doua, cu lungimea de 6/2 = 3 cm. aplicam teorema lui pitagora => ht^2 + 3^2 = 5^2 => ht^2 = 16 => ht = 4, unde ht este inaltimea triunghiului. ab = (b * ht)/2, unde b este baza triunghiului => ab = (6*4)/2 = 12cm^2. asadar, v = 12cm^2 * 4cm = 48cm^3",48 cm^3,140,27,438,7,4,0,0,1,0,0,0,0,"baza unei prisme drepte este un triunghi cu laturile de 5 cm, 5 cm si 6 cm, iar inaltimea prismei este de 4 cm. determinati volumul prismei."
Exersare Test 2 - 2021,10.0,Volumul paralelipipedului = 192 cm³. Dimensiunile sunt în raport 2:3:4. Găsiți dimensiunile,"Fie dimensiunile 2k, 3k, 4k. V = 2k × 3k × 4k = 24k³ = 192 => k³ = 8 => k = 2. Dimensiuni: 4 cm, 6 cm, 8 cm","4 cm, 6 cm, 8 cm",2.0,Geometrie - Volume,Geometrie 3D,Geometrie,2 - mediu,exersare,2021.0,volumul paralelipipedului = 192 cm³. dimensiunile sunt in raport 2:3:4. gasiti dimensiunile,"fie dimensiunile 2k, 3k, 4k. v = 2k × 3k × 4k = 24k³ = 192 => k³ = 8 => k = 2. dimensiuni: 4 cm, 6 cm, 8 cm","4 cm, 6 cm, 8 cm",91,12,107,16,6,1,0,1,0,0,0,0,volumul paralelipipedului = 192 cm³. dimensiunile sunt in raport 2:3:4. gasiti dimensiunile
Pretestare 2024,10.0,"Piramidă pătrată (baza 6 cm, h=2 cm) topită într-o prismă (baza 2 cm). Găsiți înălțimea prismei.",V_piramidă = (1/3)·36·2 = 24 cm³. V_prismă = 4·h. h = 6 cm,h = 6 cm,3.0,Geometrie - Volume,Geometrie 3D,Geometrie,3 - consolidare,pretestare,2024.0,"piramida patrata (baza 6 cm, h=2 cm) topita intr-o prisma (baza 2 cm). gasiti inaltimea prismei.",v_piramida = (1/3)·36·2 = 24 cm³. v_prisma = 4·h. h = 6 cm,h = 6 cm,96,16,58,8,3,6,0,1,0,0,0,0,"piramida patrata (baza 6 cm, h=2 cm) topita intr-o prisma (baza 2 cm). gasiti inaltimea prismei."
Pretestare 2025,7.0,"Rezervor piramidă pătrată (baza 3 m, h=4 m) umplut cu 400 L/min. Câte minute?",V = (1/3)·9·4 = 12 m³ = 12000 L. Timp = 12000/400 = 30 min,30 minute,3.0,Geometrie - Volume,Geometrie 3D,Geometrie,3 - consolidare,pretestare,2025.0,"rezervor piramida patrata (baza 3 m, h=4 m) umplut cu 400 l/min. cate minute?",v = (1/3)·9·4 = 12 m³ = 12000 l. timp = 12000/400 = 30 min,30 minute,77,14,58,9,5,4,0,1,0,0,0,0,"rezervor piramida patrata (baza 3 m, h=4 m) umplut cu 400 l/min. cate minute?"
Sesiune de bază 2022,10.0,"Cilindru (raza 3 dm, h=5 dm) cu lapte. Este suficient pentru 150 sticle de 0.9 L?","V = π·9·5 = 45π dm³ ≈ 141.4 L. Necesar: 150·0.9 = 135 L. Da, suficient","Da, suficient",3.0,Geometrie - Volume,Geometrie 3D,Geometrie,3 - consolidare,sesiune_baza,2022.0,"cilindru (raza 3 dm, h=5 dm) cu lapte. este suficient pentru 150 sticle de 0.9 l?","v = π·9·5 = 45π dm³ ≈ 141.4 l. necesar: 150·0.9 = 135 l. da, suficient","da, suficient",81,16,70,13,7,3,0,1,0,0,0,1,"cilindru (raza 3 dm, h=5 dm) cu lapte. este suficient pentru 150 sticle de 0.9 l?"
Sesiune de bază 2023,10.0,"Comparați volumul unui paralelipiped (1×5×15 cm) cu o bară cilindrică (r=0.5 cm, h=1 m)",V_par=1×5×15=75cm³. V_cil=π×0.25×100=25π≈78.5cm³. Cilindrul are volum mai mare.,V_cil≈78.5cm³ > V_par=75cm³,3.0,Geometrie - Volume,Geometrie 3D,Geometrie,3 - consolidare,sesiune_baza,2023.0,"comparati volumul unui paralelipiped (1×5×15 cm) cu o bara cilindrica (r=0.5 cm, h=1 m)",v_par=1×5×15=75cm³. v_cil=π×0.25×100=25π≈78.5cm³. cilindrul are volum mai mare.,v_cil≈78.5cm³ > v_par=75cm³,87,14,79,27,7,6,0,1,0,0,0,0,"comparati volumul unui paralelipiped (1×5×15 cm) cu o bara cilindrica (r=0.5 cm, h=1 m)"
Sesiune de bază 2024,10.0,"Acvariu cubic cu 4 L apă, nivel 10 cm. Găsiți latura cubului.","V = a² × 10 = 4000 cm³. a² = 400, a = 20 cm",a = 20 cm,3.0,Geometrie - Volume,Geometrie 3D,Geometrie,3 - consolidare,sesiune_baza,2024.0,"acvariu cubic cu 4 l apa, nivel 10 cm. gasiti latura cubului.","v = a² × 10 = 4000 cm³. a² = 400, a = 20 cm",a = 20 cm,61,12,43,9,3,0,0,1,0,0,0,0,"acvariu cubic cu 4 l apa, nivel 10 cm. gasiti latura cubului."
Sesiune de baza 2025,10.0,"Șase pachete de unt în formă de paralelipiped dreptunghic cu dimensiunile 6 cm, 10 cm și 2 cm se topesc și se toarnă într-un vas cilindric cu raza bazei 5 cm și înălțimea 10 cm. Determinați dacă untul va încăpea în vas.","Volumul unui pachet de unt:
V_pachet = 6 · 10 · 2 = 120 cm³

Volumul total al untului:
V_unt = 6 · 120 = 720 cm³

Volumul vasului cilindric:
V_cilindru = π · R² · H = π · 5² · 10 = 250π cm³
V_cilindru ≈ 250 · 3.14159 ≈ 785.4 cm³

Comparație: 720 < 785.4

DA, untul va încăpea în vas.","DA, untul încape
(720 cm³ < 785.4 cm³)",5.0,Geometrie - Volume,Geometrie 3D,Geometrie,4 - avansat,sesiune_baza,2025.0,"sase pachete de unt in forma de paralelipiped dreptunghic cu dimensiunile 6 cm, 10 cm si 2 cm se topesc si se toarna intr-un vas cilindric cu raza bazei 5 cm si inaltimea 10 cm. determinati daca untul va incapea in vas.","volumul unui pachet de unt: v_pachet = 6 · 10 · 2 = 120 cm³ volumul total al untului: v_unt = 6 · 120 = 720 cm³ volumul vasului cilindric: v_cilindru = π · r² · h = π · 5² · 10 = 250π cm³ v_cilindru ≈ 250 · 3.14159 ≈ 785.4 cm³ comparatie: 720 < 785.4 da, untul va incapea in vas.","da, untul incape (720 cm³ < 785.4 cm³)",219,42,283,38,7,1,0,1,0,0,0,0,"sase pachete de unt in forma de paralelipiped dreptunghic cu dimensiunile 6 cm, 10 cm si 2 cm se topesc si se toarna intr-un vas cilindric cu raza bazei 5 cm si inaltimea 10 cm. determinati daca untul va incapea in vas."
Sesiunea de bază - 2019,10.0,Paralelipiped 4×6×9 cm topit într-un cub. Găsiți muchia cubului.,V = 4×6×9 = 216 cm³. a³ = 216 → a = 6 cm,6 cm,2.0,Geometrie 3D,Geometrie 3D,Geometrie,2 - mediu,sesiune_baza,2019.0,paralelipiped 4×6×9 cm topit intr-un cub. gasiti muchia cubului.,v = 4×6×9 = 216 cm³. a³ = 216 → a = 6 cm,6 cm,64,9,40,4,3,1,0,1,0,0,0,0,paralelipiped 4×6×9 cm topit intr-un cub. gasiti muchia cubului.
Pretestare - 2018,10.0,"Pahar cilindric (r=3 cm) cu suc, 1 cm liber pentru gheață. 3 cuburi de gheață (muchie 2 cm). Se revarsă?",V_suc liber = πr²h = π×9×1 = 9π cm³. V_3cuburi = 3×8 = 24 cm³. 24 > 9π ≈ 28.3. Nu se revarsă,Nu se revarsă,2.0,Geometrie 3D,Geometrie 3D,Geometrie,2 - mediu,pretestare,2018.0,"pahar cilindric (r=3 cm) cu suc, 1 cm liber pentru gheata. 3 cuburi de gheata (muchie 2 cm). se revarsa?",v_suc liber = πr²h = π×9×1 = 9π cm³. v_3cuburi = 3×8 = 24 cm³. 24 > 9π ≈ 28.3. nu se revarsa,nu se revarsa,104,20,92,13,4,5,0,1,0,0,0,0,"pahar cilindric (r=3 cm) cu suc, 1 cm liber pentru gheata. 3 cuburi de gheata (muchie 2 cm). se revarsa?"
Sesiunea de bază - 2018,10.0,"Petru vopsește un cub cu muchia 4 dm, Maria o sferă cu r=3 dm. Cine vopsește mai mult?",S_cub = 6×16 = 96 dm². S_sferă = 4π×9 = 36π ≈ 113 dm². Maria vopsește mai mult,Maria (sfera),2.0,Geometrie 3D,Geometrie 3D,Geometrie,2 - mediu,sesiune_baza,2018.0,"petru vopseste un cub cu muchia 4 dm, maria o sfera cu r=3 dm. cine vopseste mai mult?",s_cub = 6×16 = 96 dm². s_sfera = 4π×9 = 36π ≈ 113 dm². maria vopseste mai mult,maria (sfera),86,18,78,13,2,1,0,1,0,0,0,0,"petru vopseste un cub cu muchia 4 dm, maria o sfera cu r=3 dm. cine vopseste mai mult?"
Exersare Test 1 - 2017,10.0,"Paralelipiped cu laturile bazei 3 și 4 cm, h = diagonala bazei. Aria laterală.",d = √(9+16) = 5 cm = h. Aria lat = P_baza × h = 2(3+4)×5 = 70 cm²,70 cm²,2.0,Geometrie 3D,Geometrie 3D,Geometrie,2 - mediu,exersare,2017.0,"paralelipiped cu laturile bazei 3 si 4 cm, h = diagonala bazei. aria laterala.",d = √(9+16) = 5 cm = h. aria lat = p_baza × h = 2(3+4)×5 = 70 cm²,70 cm²,78,14,65,6,2,1,0,1,0,0,0,0,"paralelipiped cu laturile bazei 3 si 4 cm, h = diagonala bazei. aria laterala."
Exersare Test 2 - 2017,10.0,Cub cu muchia 6 cm topit în 6 prisme pătrate regulate cu baza 2 cm. Înălțimea prismelor.,V_cub = 216 cm³. V_prismă = 4h. 6×4h = 216 → h = 9 cm,9 cm,2.0,Geometrie 3D,Geometrie 3D,Geometrie,2 - mediu,exersare,2017.0,cub cu muchia 6 cm topit in 6 prisme patrate regulate cu baza 2 cm. inaltimea prismelor.,v_cub = 216 cm³. v_prisma = 4h. 6×4h = 216 → h = 9 cm,9 cm,88,17,53,4,3,0,0,1,0,0,0,0,cub cu muchia 6 cm topit in 6 prisme patrate regulate cu baza 2 cm. inaltimea prismelor.
Exersare Test 1 - 2016,10.0,Cub cu muchia 30 cm umplut la 25 cm. 6 cuburi de 9 cm. Se revarsă?,V_liber = 30²×5 = 4500 cm³. V_6cuburi = 6×729 = 4374 cm³. Nu se revarsă,Nu se revarsă,2.0,Geometrie 3D,Geometrie 3D,Geometrie,2 - mediu,exersare,2016.0,cub cu muchia 30 cm umplut la 25 cm. 6 cuburi de 9 cm. se revarsa?,v_liber = 30²×5 = 4500 cm³. v_6cuburi = 6×729 = 4374 cm³. nu se revarsa,nu se revarsa,66,16,71,13,6,0,0,1,0,0,0,0,cub cu muchia 30 cm umplut la 25 cm. 6 cuburi de 9 cm. se revarsa?
Exersare Test 2 - 2016,10.0,"Lingou de aur 5×10×20 cm, densitate 19.3 g/cm³. Masa.",V = 1000 cm³. m = 19.3 × 1000 = 19300 g = 19.3 kg,19.3 kg,2.0,Geometrie 3D,Geometrie 3D,Geometrie,2 - mediu,exersare,2016.0,"lingou de aur 5×10×20 cm, densitate 19.3 g/cm³. masa.",v = 1000 cm³. m = 19.3 × 1000 = 19300 g = 19.3 kg,19.3 kg,53,9,49,7,8,1,0,1,0,0,0,0,"lingou de aur 5×10×20 cm, densitate 19.3 g/cm³. masa."
Pretestare - 2016,10.0,"Bazin prismatic dreptunghiular, latura bazei 4 m, h=2 m. Adeziv: 4 m²/pungă. Nr. pungi necesare.",Aria laterală = 4×4×2 = 32 m². Nr. pungi = 32/4 = 8 pungi,8 pungi,2.0,Geometrie 3D,Geometrie 3D,Geometrie,2 - mediu,pretestare,2016.0,"bazin prismatic dreptunghiular, latura bazei 4 m, h=2 m. adeziv: 4 m²/punga. nr. pungi necesare.",aria laterala = 4×4×2 = 32 m². nr. pungi = 32/4 = 8 pungi,8 pungi,96,15,57,7,3,2,0,1,0,0,0,0,"bazin prismatic dreptunghiular, latura bazei 4 m, h=2 m. adeziv: 4 m²/punga. nr. pungi necesare."
Sesiunea de bază - 2016,10.0,"Bazin prismatic, latura 4 m, h=2 m. Adeziv 4 m²/pungă. Nr. pungi.",Bazin cu bază pătrată: Aria laterală = 4 × (4 × 2) = 32 m². Nr. pungi = 32 ÷ 4 = 8 pungi,8 pungi,2.0,Geometrie 3D,Geometrie 3D,Geometrie,2 - mediu,sesiune_baza,2016.0,"bazin prismatic, latura 4 m, h=2 m. adeziv 4 m²/punga. nr. pungi.",bazin cu baza patrata: aria laterala = 4 × (4 × 2) = 32 m². nr. pungi = 32 ÷ 4 = 8 pungi,8 pungi,65,12,88,7,3,2,0,1,0,0,0,0,"bazin prismatic, latura 4 m, h=2 m. adeziv 4 m²/punga. nr. pungi."
Exersare Test 2 - 2015,10.0,"Cutie 20×30×40 cm. Nr. sticle vopsea pentru exterior, fiecare acoperă 13 dm².",S = 2(20×30+20×40+30×40) = 2(600+800+1200) = 5200 cm² = 52 dm². Nr = 52/13 = 4,4 sticle,2.0,Geometrie 3D,Geometrie 3D,Geometrie,2 - mediu,exersare,2015.0,"cutie 20×30×40 cm. nr. sticle vopsea pentru exterior, fiecare acopera 13 dm².",s = 2(20×30+20×40+30×40) = 2(600+800+1200) = 5200 cm² = 52 dm². nr = 52/13 = 4,4 sticle,77,12,78,8,8,0,0,1,0,0,0,0,"cutie 20×30×40 cm. nr. sticle vopsea pentru exterior, fiecare acopera 13 dm²."
Pretestare - 2015,10.0,Rezervor 3×2×1 m cu suc. Cutii 5×10×20 cm. Câte cutii?,V_rezervor = 6 m³ = 6 000 000 cm³. V_cutie = 1000 cm³. Nr = 6000 cutii,6000 cutii,2.0,Geometrie 3D,Geometrie 3D,Geometrie,2 - mediu,pretestare,2015.0,rezervor 3×2×1 m cu suc. cutii 5×10×20 cm. cate cutii?,v_rezervor = 6 m³ = 6 000 000 cm³. v_cutie = 1000 cm³. nr = 6000 cutii,6000 cutii,54,10,70,10,8,0,0,1,0,0,0,0,rezervor 3×2×1 m cu suc. cutii 5×10×20 cm. cate cutii?
Sesiunea de bază - 2015,10.0,"Rezervor cub cu latura 3 m, 3 cilindri (r=1 m, h=3 m). Încape motorina?",V_cub = 27 m³. V_3cil = 3×π×1²×3 = 9π ≈ 28.3 m³. Nu încape,Nu încape,2.0,Geometrie 3D,Geometrie 3D,Geometrie,2 - mediu,sesiune_baza,2015.0,"rezervor cub cu latura 3 m, 3 cilindri (r=1 m, h=3 m). incape motorina?",v_cub = 27 m³. v_3cil = 3×π×1²×3 = 9π ≈ 28.3 m³. nu incape,nu incape,71,14,58,9,4,4,0,1,0,0,0,0,"rezervor cub cu latura 3 m, 3 cilindri (r=1 m, h=3 m). incape motorina?"
Exersare Test 1 - 2014,7.0,Acvariu 50×40×30 cm cu 32 L apă. Înălțimea apei.,V = 32000 cm³. h = 32000/(50×40) = 16 cm,16 cm,2.0,Geometrie 3D,Geometrie 3D,Geometrie,2 - mediu,exersare,2014.0,acvariu 50×40×30 cm cu 32 l apa. inaltimea apei.,v = 32000 cm³. h = 32000/(50×40) = 16 cm,16 cm,48,9,40,5,8,0,0,1,0,0,0,0,acvariu 50×40×30 cm cu 32 l apa. inaltimea apei.
Sesiunea de bază - 2014,5.0,"Prismă (h=19 cm, bază 10×10 cm) vs cilindru (h=18 cm, r=6 cm, π≈3). Care are capacitate mai mare?",V_prismă = 10×10×19 = 1900 cm³. V_cil = π×36×18 ≈ 3×36×18 = 1944 cm³. Cilindrul,Cilindrul,2.0,Geometrie 3D,Geometrie 3D,Geometrie,2 - mediu,sesiune_baza,2014.0,"prisma (h=19 cm, baza 10×10 cm) vs cilindru (h=18 cm, r=6 cm, π≈3). care are capacitate mai mare?",v_prisma = 10×10×19 = 1900 cm³. v_cil = π×36×18 ≈ 3×36×18 = 1944 cm³. cilindrul,cilindrul,97,18,79,9,10,7,0,1,0,0,0,0,"prisma (h=19 cm, baza 10×10 cm) vs cilindru (h=18 cm, r=6 cm, π≈3). care are capacitate mai mare?"
Pretestare Aprilie - 2019,10.0,"Buștean cilindric (h=2m, d=0.2m), densitate 800 kg/m³. Calculați masa.",V = πr²h = π·(0.1)²·2 = 0.02π m³. m = 800·0.02π ≈ 50 kg,≈50 kg,2.0,Geometrie 3D - Cilindri,Geometrie 3D,Geometrie,2 - mediu,pretestare,2019.0,"bustean cilindric (h=2m, d=0.2m), densitate 800 kg/m³. calculati masa.",v = πr²h = π·(0.1)²·2 = 0.02π m³. m = 800·0.02π ≈ 50 kg,≈50 kg,70,9,55,6,6,5,0,1,0,0,0,1,"bustean cilindric (h=2m, d=0.2m), densitate 800 kg/m³. calculati masa."
Pretestare - 2017,10.0,"Bară cilindrică (R=1.5 dm, H=0.4 dm) cu gaură centrală (r=0.5 dm). Densitate 5 kg/dm³. 12 kg suficienți?","V = π(R²-r²)H = π(2.25-0.25)×0.4 = 0.8π dm³. m = 5×0.8π ≈ 12.6 kg. Nu, 12 kg insuficienți","Nu, insuficienți",2.0,Geometrie 3D - Cilindri,Geometrie 3D,Geometrie,2 - mediu,pretestare,2017.0,"bara cilindrica (r=1.5 dm, h=0.4 dm) cu gaura centrala (r=0.5 dm). densitate 5 kg/dm³. 12 kg suficienti?","v = π(r²-r²)h = π(2.25-0.25)×0.4 = 0.8π dm³. m = 5×0.8π ≈ 12.6 kg. nu, 12 kg insuficienti","nu, insuficienti",104,17,89,16,9,8,0,1,0,0,0,1,"bara cilindrica (r=1.5 dm, h=0.4 dm) cu gaura centrala (r=0.5 dm). densitate 5 kg/dm³. 12 kg suficienti?"
Sesiunea de bază - 2017,10.0,"Trei prieteni beau 1 L suc din pahare cilindrice (r=3 cm, h=10 cm). E suficient 1 L?","V_pahar = πr²h = π×9×10 = 90π cm³. 3 pahare = 270π ≈ 848 cm³ < 1000 cm³. Da, suficient","Da, suficient",2.0,Geometrie 3D - Cilindri,Geometrie 3D,Geometrie,2 - mediu,sesiune_baza,2017.0,"trei prieteni beau 1 l suc din pahare cilindrice (r=3 cm, h=10 cm). e suficient 1 l?","v_pahar = πr²h = π×9×10 = 90π cm³. 3 pahare = 270π ≈ 848 cm³ < 1000 cm³. da, suficient","da, suficient",84,17,86,13,5,4,0,1,0,0,0,0,"trei prieteni beau 1 l suc din pahare cilindrice (r=3 cm, h=10 cm). e suficient 1 l?"
Pretestare - 2014,7.0,"Cilindru cu secțiune axială pătrat, aria = 36 cm². Volumul.",2r × h = pătrat → h = 2r. Aria secțiune = 2r × 2r = 4r² = 36 → r = 3. V = πr²h = π×9×6 = 54π cm³,54π cm³,2.0,Geometrie 3D - Cilindri,Geometrie 3D,Geometrie,2 - mediu,pretestare,2014.0,"cilindru cu sectiune axiala patrat, aria = 36 cm². volumul.",2r × h = patrat → h = 2r. aria sectiune = 2r × 2r = 4r² = 36 → r = 3. v = πr²h = π×9×6 = 54π cm³,54π cm³,59,10,96,7,2,1,0,1,0,0,0,0,"cilindru cu sectiune axiala patrat, aria = 36 cm². volumul."
Exersare Test 1 - 2020,10.0,Diagonala cubului = 4√3 cm. Găsiți muchia.,d = a√3 → 4√3 = a√3 → a = 4 cm,4 cm,2.0,Geometrie 3D - Cuburi,Geometrie 3D,Geometrie,2 - mediu,exersare,2020.0,diagonala cubului = 4√3 cm. gasiti muchia.,d = a√3 → 4√3 = a√3 → a = 4 cm,4 cm,42,7,30,4,2,2,0,1,0,1,0,0,diagonala cubului = 4√3 cm. gasiti muchia.
Exersare Test 2 - 2020,10.0,"Piramidă patrulateră regulată, volum 36 cm³, înălțimea = ½ latura bazei. Calculați latura bazei.",V = (1/3)·l²·h = (1/3)·l²·(l/2) = l³/6 = 36 → l³ = 216 → l = 6 cm,6 cm,2.0,Geometrie 3D - Piramide,Geometrie 3D,Geometrie,2 - mediu,exersare,2020.0,"piramida patrulatera regulata, volum 36 cm³, inaltimea = ½ latura bazei. calculati latura bazei.",v = (1/3)·l²·h = (1/3)·l²·(l/2) = l³/6 = 36 → l³ = 216 → l = 6 cm,6 cm,96,14,65,4,2,1,0,1,0,0,0,0,"piramida patrulatera regulata, volum 36 cm³, inaltimea = ½ latura bazei. calculati latura bazei."
Pretestare Februarie - 2019,10.0,Aria bazei unei piramide pătrate regulate este 16 cm². Raportul latura/apotema = 2:3. Determinați aria laterală.,Latura = 4 cm. Apotema = 6 cm. Aria laterală = 4 × (4×6)/2 = 48 cm²,48 cm²,2.0,Geometrie 3D - Piramide,Geometrie 3D,Geometrie,2 - mediu,pretestare,2019.0,aria bazei unei piramide patrate regulate este 16 cm². raportul latura/apotema = 2:3. determinati aria laterala.,latura = 4 cm. apotema = 6 cm. aria laterala = 4 × (4×6)/2 = 48 cm²,48 cm²,112,16,67,6,4,2,0,1,0,0,0,0,aria bazei unei piramide patrate regulate este 16 cm². raportul latura/apotema = 2:3. determinati aria laterala.
Exersare Test 2 - 2018,10.0,"Piramidă pătrată regulată, diagonala bazei 2√2 cm, h=3 cm. Volumul.",d = l√2 = 2√2 → l = 2. V = (1/3)l²h = (1/3)×4×3 = 4 cm³,4 cm³,2.0,Geometrie 3D - Piramide,Geometrie 3D,Geometrie,2 - mediu,exersare,2018.0,"piramida patrata regulata, diagonala bazei 2√2 cm, h=3 cm. volumul.",d = l√2 = 2√2 → l = 2. v = (1/3)l²h = (1/3)×4×3 = 4 cm³,4 cm³,67,10,55,5,3,2,0,1,0,1,0,0,"piramida patrata regulata, diagonala bazei 2√2 cm, h=3 cm. volumul."
Exersare Test 1 - 2018,10.0,"Prismă patrulateră regulată, h = 2×latura bazei, V = 16 cm³. Găsiți înălțimea.",V = l²·h = l²·2l = 2l³ = 16 → l³ = 8 → l = 2. h = 4 cm,4 cm,2.0,Geometrie 3D - Prisme,Geometrie 3D,Geometrie,2 - mediu,exersare,2018.0,"prisma patrulatera regulata, h = 2×latura bazei, v = 16 cm³. gasiti inaltimea.",v = l²·h = l²·2l = 2l³ = 16 → l³ = 8 → l = 2. h = 4 cm,4 cm,78,13,54,4,3,2,0,1,0,0,0,0,"prisma patrulatera regulata, h = 2×latura bazei, v = 16 cm³. gasiti inaltimea."
